id,member,profile_pic,party_id,ID_y,gender,date_of_death,date_of_birth,slug,legal_name,updated,created,title,family_name,given_name
390,"Muthambi, Ms AF",muthambi.jpg,1,836,female,,1974-02-19,azwihangwisi-faith-muthambi,Azwihangwisi Faith Muthambi,"November 25, 2025, 12:18 PM","July 31, 2013, 11:56 PM",Ms,Muthambi,Azwihangwisi Faith
1423,"Hendricks, Mr MGE",Hendricks_MGE.jpg,17,5491,male,,1949-09-14,mogamad-ganief-ebrahim-hendricks,Mogamad Ganief Ebrahim Hendricks,"February 12, 2025, 11:35 PM","May 2, 2014, 4:42 PM",Mr,Hendricks,Mogamad Ganief Ebrahim
2082,"Mafagane, Ms MC",Mafagane.jpg,19,11416,female,,1983-09-13,mokgaetji-carol-mafagane,Mokgaetji Carol Mafagane,"July 11, 2025, 10:29 AM","May 21, 2019, 7:22 PM",,Mafagane,Mokgaetji Carol
2050,"Nontenja, Ms TC",Christobel_Thandiwe_Nontenja.JPG,6,9015,female,,1956-02-03,christobel-thandiwe-nontenja,Christobel Thandiwe Nontenja,"April 24, 2025, 10:46 AM","May 3, 2014, 12:21 AM",Ms,Nontenja,Christobel Thandiwe
1990,"Bila, Ms TJ",Bila.jpg,1,26694,female,,1966-04-06,tintswalo-joyce-bila,Tintswalo Joyce Bila,"October 7, 2025, 8:15 AM","June 18, 2024, 7:58 AM",Ms,Bila,Tintswalo Joyce
1946,"Govana, Ms Y",Yanga_Govana.JPG,1,19952,female,,1989-09-15,yanga-govana,Yanga Govana,"August 23, 2024, 1:05 PM","June 18, 2024, 6:15 AM",Ms,Govana,Yanga
1948,"Mkutu, Mr L",Mkutu.jpg,1,19953,male,,1992-05-22,lufefe-mkutu,Lufefe Mkutu,"January 23, 2025, 6:39 PM","June 18, 2024, 6:15 AM",Mr,Mkutu,Lufefe
2083,"Malinga, Mr JS",Malinga.jpg,19,21966,male,,1978-11-10,japhta-sihle-malinga,Japhta Sihle Malinga,"July 8, 2025, 2:40 PM","June 18, 2024, 6:21 AM",,Malinga,Japhta Sihle
1947,"Shiviti, Ms TG",Tsakani_Goodness_Shiviti.JPG,1,10333,female,,1991-05-12,tsakani-goodness-shiviti,Tsakani Goodness Shiviti,"October 20, 2025, 9:45 AM","May 21, 2019, 7:19 PM",,Shiviti,Tsakani Goodness
2052,"Christie, Ms KA",christie.jpg,2,11155,female,,1968-08-12,katherine-alexandra-christie,Katherine Alexandra Christie,"November 1, 2024, 9:05 AM","May 21, 2019, 7:21 PM",Ms,Christie,Katherine Alexandra
1995,"Adams, Mr. F",adams.jpg,24,21133,male,,1976-06-14,fadiel-adams,Fadiel Adams,"July 24, 2024, 7:28 AM","June 18, 2024, 6:18 AM",Mr,Adams,Fadiel
2087,"Mchunu, Ms G",Mchunu_G.jpg,19,27365,female,,1973-10-30,gugulethu-mchunu,Gugulethu Mchunu,"July 8, 2025, 12:56 PM","June 18, 2024, 8:01 AM",,Mchunu,Gugulethu
2086,"Mbele, Ms H",Mbele.jpg,19,21836,female,,1961-09-11,hazel-htombenhle-mbele,Hazel Htombenhle Mbele,"July 8, 2025, 2:08 PM","June 18, 2024, 6:20 AM",,Mbele,Hazel Htombenhle
1177,"Diale, Ms B",1/Diale.jpg,11,6734,female,,1970-06-16,betty-kedisaletse-diale,Betty Kedisaletse Diale,"November 3, 2025, 8:47 AM","May 3, 2014, 12:16 AM",Ms,Diale,Betty Kedisaletse
2098,"Motubatse, Mr MP",motubatse.jpg,19,21837,male,,1969-06-17,moshome-patrick-motubatse,Moshome Patrick Motubatse,"April 2, 2025, 9:09 AM","June 18, 2024, 6:20 AM",,Motubatse,Moshome Patrick
1994,"Mahlangu, Mr S",S_MAHLANGU.png,1,26700,male,,1988-03-30,sipho-mahlangu,Sipho Mahlangu,"October 20, 2025, 10:12 AM","June 18, 2024, 7:58 AM",Mr,Mahlangu,Sipho
2058,"Maeco, Mr SM",Maeco.jpg,1,26658,male,,1975-11-21,sello-meshack-maeco,Sello Meshack Maeco,"July 16, 2024, 10:46 AM","June 18, 2024, 7:58 AM",,Maeco,Sello Meshack
2002,"Khumalo, Ms JQ",Juliet_Queen_Khumalo.JPG,1,26702,female,,1962-10-19,juliet-queen-khumalo,Juliet Queen Khumalo,"October 6, 2024, 11:27 AM","June 18, 2024, 7:58 AM",Ms,Khumalo,Juliet Queen
1350,"Cuthbert, Mr MJ",Cuthbert_MJ.jpg,2,11138,male,,1993-09-21,mathew-john-cuthbert,Mathew John Cuthbert,"June 19, 2024, 1:32 PM","May 21, 2019, 7:21 PM",Mr,Cuthbert,Mathew John
2091,"Mjadu, TS",mjadu.jpg,19,27497,male,,1975-05-07,thembisile-siboniso-mjadu,Thembinkosi Siboniso Mjadu,"July 7, 2025, 3:01 PM","August 29, 2024, 7:20 AM",Mr,Mjadu,Thembisile Siboniso
2108,"Shangase, LG",Lungisani_Graduate_Shangase.JPG,19,21849,male,,1972-02-25,lungisani-graduate-shangase,Lungisani Graduate Shangase,"July 9, 2025, 10:11 AM","June 18, 2024, 6:20 AM",Mr,Shangase,Lungisani Graduate
462,"Matiase, Mr NS",Matiase.jpg,11,6687,male,,1973-05-14,nthako-sam-matiase,Nthako Sam Matiase,"June 20, 2025, 9:12 AM","May 3, 2014, 12:16 AM",Mr,Matiase,Nthako Sam
2001,"Mahlatsi, Mr LW",Mahlatsi.jpg,25,21998,male,,1982-12-08,lehlohonolo-wonderboy-mahlatsi,Lehlohonolo Wonderboy Mahlatsi,"August 13, 2024, 7:06 AM","June 18, 2024, 6:21 AM",Mr,Mahlatsi,Lehlohonolo Wonderboy
1998,"Shabangu, Ms FL",Fisani_Lillian_Shabangu.JPG,1,26701,female,,1960-01-01,fisani-lillian-shabangu,Fisani Lillian Shabangu,"August 23, 2024, 7:46 AM","June 18, 2024, 7:58 AM",Ms,Shabangu,Fisani Lillian
1480,"Dlelanga, Mr M",Dlelanga.jpg,1,4365,male,,1979-03-29,mluleki-dlelanga,Mluleki Dlelanga,"August 22, 2024, 10:03 AM","May 2, 2014, 4:40 PM",Mr,Dlelanga,Mluleki
1999,"Zibi, Mr SS",zibi.jpg,22,21472,male,,1975-12-27,songezo-siphiwo-zibi,Songezo Siphiwo Zibi,"June 24, 2025, 7:57 AM","June 18, 2024, 6:19 AM",Mr,Zibi,Songezo Siphiwo
2093,"Mkhize, Mr SP",1/Mkhize.jpg,19,25998,male,,1970-02-22,siyabonga-percival-mkhize,Siyabonga Percival Mkhize,"February 3, 2025, 2:39 PM","June 18, 2024, 6:38 AM",,Mkhize,Siyabonga Percival
909,"Khanyile, Ms AT",khanyile.png,2,6864,female,,1982-08-12,thembisile-angel-khanyile,Thembisile Angel Khanyile,"March 5, 2025, 7:19 AM","May 3, 2014, 12:16 AM",Ms,Khanyile,Thembisile Angel
2063,"Gcaleka-Mazibuko, Ms NA",molwele.jpg,1,13290,female,,1963-08-04,nonceba-agnes-molwele,Nonceba Agnes Molwele,"February 19, 2025, 9:16 AM","May 21, 2019, 7:27 PM",Ms,Molwele,Nonceba Agnes
2059,"Ngobeni, Ms LM",ngbeni.jpg,21,19310,female,,1979-07-27,lerato-mikateko-ngobeni,Lerato Mikateko Ngobeni,"November 7, 2024, 8:17 AM","June 18, 2024, 6:14 AM",Ms,Ngobeni,Lerato Mikateko
2000,"Mokoena, Ms JL",Mokoena_JL.jpg,1,17286,female,,1972-08-03,julian-leseletsi-mokoena,Julian Leseletsi Mokoena,"June 25, 2025, 10:16 AM","May 24, 2019, 1:40 PM",Ms,Mokoena,Julian Leseletsi
1321,"Mahlaule, Mr MG",Mahlaule.jpg,1,10277,male,,1984-04-04,mikateko-golden-mahlaule,Mikateko Golden Mahlaule,"July 10, 2024, 8:56 AM","May 21, 2019, 7:19 PM",Mr,Mahlaule,Mikateko Golden
2060,"Wakelin, Mr KS",wakelin.jpg,2,16001,male,,1968-12-27,kingsleys-hope-wakelin,Kingsley's Hope Wakelin,"May 26, 2025, 9:59 AM","May 24, 2019, 1:36 PM",Mr,Wakelin,Kingsley'S Hope
2105,"Ngubane, Mr JS",ngubane.jpg,19,21826,male,,1972-05-13,joel-sihle-ngubane,Joel Sihle Ngubane,"August 4, 2025, 9:45 AM","June 18, 2024, 6:20 AM",,Ngubane,Joel Sihle
2100,"Mtshweni, Ms NA",mtshweni.jpg,19,27368,female,,1965-12-05,nokwethemba-antonia-mtshweni,Nokwethemba Antonia Mtshweni,"July 7, 2025, 2:56 PM","June 18, 2024, 8:01 AM",Ms,Mtshweni,Nokwethemba Antonia
2095,"Moodley, Mr SR",moodley.jpg,19,21842,male,,1957-02-10,shunmugam-ramsamy-moodley,Shunmugam Ramsamy Moodley,"September 5, 2024, 2:02 PM","June 18, 2024, 6:20 AM",Mr,Moodley,Shunmugam Ramsamy
2061,"Potgieter, Ms LR",Leah_Ruth.JPG,2,11204,female,,1983-02-28,leah-ruth-potgieter,Leah Ruth Potgieter,"September 29, 2025, 8:53 AM","May 21, 2019, 7:21 PM",Ms,Potgieter,Leah Ruth
2003,"Klopper, Mr DD",Klopper.jpg,2,20829,male,,1984-12-27,damien-dominic-klopper,Damien Dominic Klopper,"October 14, 2025, 7:38 AM","June 18, 2024, 6:17 AM",Mr,Klopper,Damien Dominic
2007,"Sompa-Masiu, Ms NS",Sompa-Masiu.jpg,1,26709,female,,1977-02-06,nombiselo-suzan-sompa-masiu,Nombiselo Suzan Sompa-Masiu,"June 12, 2025, 7:16 AM","June 18, 2024, 7:58 AM",Ms,Sompa-Masiu,Nombiselo Suzan
2065,"Mbiyo, Ms IM",Mbiyo.jpg,1,13297,female,,1990-06-18,inathi-mirranda-mbiyo,Inathi Mirranda Mbiyo,"November 7, 2024, 8:39 AM","May 21, 2019, 7:27 PM",Ms,Mbiyo,Inathi Mirranda
2062,"Ramongalo, Mr TR",Ramongalo.jpg,2,11200,male,,1986-02-28,tumelo-robert-ramongalo,Tumelo Robert Ramongalo,"May 18, 2025, 4:30 PM","May 21, 2019, 7:21 PM",Mr,Ramongalo,Tumelo Robert
1959,"Mdluli, Mr MM",Mdluli.jpg,2,20819,male,,1998-03-25,mlondi-mveli-mdluli,Mlondi Mveli Mdluli,"June 23, 2025, 7:31 AM","June 18, 2024, 6:17 AM",Mr,Mdluli,Mlondi Mveli
2004,"Kegakilwe, Ms BM",Kegakilwe.jpg,1,26706,female,,1967-10-05,betty-motebele-kegakilwe,Betty Motebele Kegakilwe,"November 3, 2025, 10:21 AM","June 18, 2024, 7:58 AM",Ms,Kegakilwe,Betty Motebele
2104,"Ndhlela, Mr N",ndlela.jpg,19,21839,male,,1981-09-04,nhlamulo-ndhlela,Nhlamulo Ndhlela,"July 8, 2025, 1:06 PM","June 18, 2024, 6:20 AM",,Ndhlela,Nhlamulo
2107,"Nomvalo, Mr S",nomvalo.jpg,19,21910,male,,1989-12-24,sibonelo-nomvalo,Sibonelo Nomvalo,"October 10, 2024, 9:53 AM","June 18, 2024, 6:20 AM",Mr,Nomvalo,Sibonelo
2005,"Legoete, Mr MD",Legoete.jpg,1,26707,male,,1972-06-01,molefi-david-legoete,Molefi David Legoete,"July 16, 2024, 9:53 AM","June 18, 2024, 7:58 AM",Mr,Legoete,Molefi David
2008,"Kgabo, Mr GD",kgg.jpg,1,26710,male,,1986-04-03,gaolatlhe-david-kgabo,Gaolatlhe David Kgabo,"August 22, 2024, 1:08 PM","June 18, 2024, 7:58 AM",Mr,Kgabo,Gaolatlhe David
701,"Chance, Mr T",chance.jpg,2,6229,male,,1960-05-08,roger-william-tobias-chance,Roger William Tobias Chance,"August 14, 2024, 11:12 AM","May 3, 2014, 12:15 AM",Mr,Chance,Roger William Tobias
2102,"Mwali, Mr SG",mwali.jpg,19,27364,male,,1993-06-22,sanele-greegory-mwali,Sanele Greegory Mwali,"February 22, 2025, 2:42 PM","June 18, 2024, 8:01 AM",Mr,Mwali,Sanele Greegory
2099,"Mthethwa, Mr ZE",1/mthethwa.jpg,19,10137,male,,1978-09-08,zwelakhe-elija-mthethwa,Zwelakhe Elija Mthethwa,"July 8, 2025, 1:02 PM","May 21, 2019, 7:18 PM",,Mthethwa,Zwelakhe Elija
1273,"Morolong, Mr IK",mr_itiseng_kenneth_morolong.jpg,1,14598,male,,1982-02-17,itiseng-kenneth-morolong,Itiseng Kenneth Morolong,"October 17, 2025, 8:20 AM","May 21, 2019, 7:31 PM",Mr,Morolong,Itiseng Kenneth
2066,"de Blocq van Scheltinga, Mr AD",Andrew_Dirk_de_Blocq_van_Scheltinga.JPG,2,20841,male,,1992-01-22,andrew-dirk-de-blocq-van-scheltinga,Andrew Dirk de Blocq van Scheltinga,"May 6, 2025, 8:09 AM","June 18, 2024, 6:18 AM",Mr,De Blocq Van Scheltinga,Andrew Dirk
1962,"Zondi, Mr S",Zondi.jpg,2,20828,male,,1994-11-17,sphesihle-zondi,Sphesihle Zondi,"February 16, 2025, 5:14 PM","June 18, 2024, 6:17 AM",Mr,Zondi,Sphesihle
2101,"Muhammad, Ms MB",muhammed.jpg,19,27328,female,,1969-06-09,mariam-be-be-muhammad,Mariam Be Be Muhammad,"July 8, 2025, 10:23 AM","June 18, 2024, 8:01 AM",,Muhammad,Mariam Be Be
2006,"Tlhong, Ms KC",Tlhong.jpg,1,26708,female,,1980-06-22,kerileng-christina-tlhong,Kerileng Christina Tlhong,"June 5, 2025, 1:18 PM","June 18, 2024, 7:58 AM",Ms,Tlhong,Kerileng Christina
2009,"Senne, Ms MM",Senne.jpg,1,26711,female,,1981-07-09,masello-maatlawa-senne,Masello Maatlawa Senne,"August 23, 2024, 11:09 AM","June 18, 2024, 7:58 AM",Ms,Senne,Masello Maatlawa
536,"Kruger, Mr HC",kruger.jpg,2,6219,male,,1962-05-06,hendrik-christiaan-crafford-kruger,Hendrik Christiaan Crafford Krüger,"February 21, 2025, 11:43 AM","May 3, 2014, 12:15 AM",Mr,Krüger,Hendrik Christiaan Crafford
2103,"Mngadi, Ms PP",ncube.jpg,19,27366,female,,1983-05-04,pinky-pearlgene-ncube,Pinky Pearlgene Mngadi,"July 7, 2025, 3:25 PM","June 18, 2024, 8:01 AM",,Ncube,Pinky Pearlgene
2109,"Ntshingila, Mr EM",ntshitgila.jpg,19,21846,male,,1982-06-08,edward-mzikayise-ntshingila,Edward Mzikayise Ntshingila,"July 8, 2025, 12:23 PM","June 18, 2024, 6:20 AM",Mr,Ntshingila,Edward Mzikayise
481,"Mkhaliphi, Ms HO",Mkhaliphi.jpg,11,6678,female,,1973-10-31,hlengiwe-octavia-hlophe,Hlengiwe Octavia Mkhaliphi,"October 1, 2025, 7:21 AM","May 3, 2014, 12:16 AM",Ms,Mkalipi,Hlengiwe Octavia
2010,"Mosikatsi, Ms S",Mokiatsi.jpg,1,17552,female,,1970-02-27,sofia-mosikatsi,Sofia Mosikatsi,"April 2, 2025, 8:35 AM","May 24, 2019, 1:41 PM",Ms,Mosikatsi,Sofia
2110,"Ntshaba, Ms D",ntshaba.jpg,19,21973,female,,1957-08-29,delisile-ntshaba,Delisile Ntshaba,"July 8, 2025, 12:43 PM","June 18, 2024, 6:21 AM",,Ntshaba,Delisile
2011,"Schickerling, Ms LM",Schickerling.jpg,2,26965,female,,1976-10-08,lisa-mare-schickerling,Lisa-Maré Schickerling,"October 14, 2025, 7:36 AM","June 18, 2024, 8:00 AM",Ms,Schickerling,Lisa-Maré
2111,"Nxumalo, Mr NI",nxumalo.jpg,19,21964,male,,1972-12-25,nkosinathi-innocent-nxumalo,Nkosinathi Innocent Nxumalo,"July 8, 2025, 8:26 AM","June 18, 2024, 6:21 AM",,Nxumalo,Nkosinathi Innocent
2012,"Makasi, Ms N",Makasi.jpg,1,26717,female,,1976-04-19,noluthando-makasi,Noluthando Makasi,"November 12, 2025, 9:07 AM","June 18, 2024, 7:58 AM",Ms,Makasi,Noluthando
925,"Mantashe, Mr G",Mantashe.jpg,1,9672,male,,1955-06-21,gwede-mantashe,Gwede Mantashe,"October 7, 2025, 11:42 AM","February 27, 2018, 2:33 PM",Mr,Mantashe,Gwede
1900,"Vilakazi, Mr S G",1/vilakazi.jpg,2,19189,male,,1967-10-08,sibongeseni-gerald-vilakazi,S'bongiseni Gerald Vilakazi,"September 5, 2025, 1:15 PM","March 18, 2024, 7:56 AM",Mr,,
926,"Seabi, Mr M A",Seabi.jpg,1,9684,male,,1962-09-21,albert-mammoga-seabi,Albert Mammoga Seabi,"June 26, 2024, 9:55 AM","August 24, 2018, 1:42 PM",Mr,Seabi,Albert Mammoga
1966,"Bollman, Ms NJ",bollman...jpg,2,20832,female,,1974-05-29,nicole-jane-bollman,Nicole Jane Bollman,"February 15, 2025, 11:35 AM","June 18, 2024, 6:17 AM",Ms,Bollman,Nicole Jane
982,"Tikana-Gxothiwe, Ms W",tikana.jpg,1,4360,female,,1967-11-03,weziwe-tikana,Weziwe Tikana-Gxothiwe,"September 11, 2024, 5:11 PM","May 2, 2014, 4:40 PM",Ms,Tikana-Gxothiwe,Weziwe
2013,"Plaatjies, Mr WTD",Plaatjies.jpg,1,26718,male,,1975-03-01,windy-timotheus-david-plaatjies,Windy Timotheus David Plaatjies,"October 20, 2025, 10:00 AM","June 18, 2024, 7:58 AM",Mr,Plaatjies,Windy Timotheus David
1897,"Poole, Mr C",poole.jpg,2,11151,male,,1967-02-12,conrad-james-poole,Conrad James Poole,"August 12, 2024, 1:01 PM","May 21, 2019, 7:21 PM",Mr,Poole,Conrad James
1396,"Modise-Mpya, Ms M",Mofise-Mpya.jpg,1,10272,female,,1984-09-02,moleboheng-modise,Moleboheng Modise,"August 22, 2024, 2:02 PM","May 21, 2019, 7:19 PM",Ms,Modise,Moleboheng
1324,"Swarts, Ms B",swarts.jpg,1,13278,female,,1972-02-19,bernice-swarts,Bernice Swarts,"October 8, 2025, 11:03 AM","May 21, 2019, 7:27 PM",Ms,Swarts,Bernice
1338,"Chabane, Mr MS",Chabane.jpg,1,14183,male,,1978-08-08,mosa-steve-chabane,Mosa Steve Chabane,"September 4, 2024, 12:07 PM","May 21, 2019, 7:29 PM",Mr,Chabane,Mosa Steve
918,"Maseko, Ms M",Maseko_LM.jpg,2,6665,female,,1969-07-29,letta-matlhodi-maseko,Letta Matlhodi Maseko,"September 5, 2025, 11:54 AM","May 3, 2014, 12:16 AM",Ms,Maseko,Letta Matlhodi
1816,"Ramokgopa, Ms M",Ms_Ramokgopa.jpg,1,19943,female,,1979-12-31,maropene-lydia-ramokgopa,Maropene Lydia Ramokgopa,"October 7, 2025, 11:44 AM","June 18, 2024, 6:15 AM",Ms,Ramokgopa,Maropene Lydia
2014,"Sapo, Ms L",Lindelwa_Sapo.JPG,1,26641,female,,1991-03-23,lindelwa-sapo,Lindelwa Sapo,"August 23, 2024, 8:47 AM","June 18, 2024, 7:58 AM",Ms,Sapo,Lindelwa
861,"Molefe, Mr B",molefe.jpg,19,9653,male,,1966-12-28,brian-molefe,Brian Molefe,"October 20, 2025, 10:03 AM","March 2, 2017, 7:55 AM",Mr,Molefe,Brian
1343,"Chirwa-Mpungose, Ms NN",Naledi_Chirwa.JPG,11,11295,female,,1993-07-22,naledi-nokukhanya-chirwa,Naledi Nokukhanya Chirwa Mpungose,"October 10, 2025, 11:31 AM","May 21, 2019, 7:21 PM",,Chirwa,Naledi Nokukhanya
880,"Nolutshungu, Ms N",nolutshungu.jpg,11,9670,female,,1959-09-13,nontando-nolutshungu,Nontando Nolutshungu,"November 6, 2025, 9:03 AM","February 7, 2018, 3:39 PM",Ms,Nolutshungu,Nontando
868,"Adams, Ms R C",R_aDAMS.jpg,1,4211,female,,1963-08-09,rachel-cecilia-adams,Rachel Cecilia Adams,"October 7, 2025, 8:37 AM","May 2, 2014, 4:39 PM",Ms,Adams,Rachel Cecilia
1126,"Ndalane, Ms NA",Ndalane.jpg,1,1513,female,,1963-06-01,ms-ndalane-nanda-anna,Nanda Annah Ndalane,"September 2, 2024, 10:10 AM","November 13, 2013, 3:29 PM",Ms,Ndalane,Nanda Annah
879,"Skosana, Mr GJ",Skosana.jpg,1,9667,male,,1978-09-09,gijimani-jim-skosana,Gijimani Jim Skosana,"November 11, 2024, 2:19 PM","November 23, 2017, 11:20 AM",Mr,Skosana,Gijimani Jim
919,"Davids, Ms S",1/Davids.jpg,1,4595,female,,1967-01-11,sharon-winona-davids,Sharon Winona Davids,"October 7, 2025, 8:17 AM","May 2, 2014, 4:40 PM",Ms,Davids,Sharon Winona
543,"Ntlangwini, Ms EN",Ntlangwini.jpg,11,6684,female,,1983-10-01,elsabe-natasha-louw,Elsabe Natasha Ntlangwini,"November 6, 2025, 9:08 AM","May 3, 2014, 12:16 AM",Ms,Ntlangwini,Elsabe Natasha
949,"Majodina, Ms PC",Majodina.jpg,1,1558,female,,1968-12-24,pemmy-majodina,Pemmy Castelina Pamela Majodina,"October 7, 2025, 1:26 PM","November 13, 2013, 3:29 PM",Ms,Majodina,Pemmy Castelina Pamela
1329,"Tito, Ms LF",Tito.jpg,11,11298,female,,1979-06-22,lorato-florence-tito,Lorato Florence Tito,"November 3, 2025, 8:41 AM","May 21, 2019, 7:21 PM",Ms,Tito,Lorato Florence
527,"Kekana, Ms PS",Kekana_PS.jpg,1,4312,female,,1966-07-14,pinky-sharon-kekana,Pinky Sharon Kekana,"October 17, 2025, 8:23 AM","May 2, 2014, 4:40 PM",Ms,Kekana,Pinky Sharon
855,"Thembekwayo, Dr S",1/thembekwayo.jpg,11,5350,female,,1955-03-07,sophie-suzan-thembekwayo,Sophie Suzan Thembekwayo,"March 5, 2025, 7:27 AM","May 2, 2014, 4:42 PM",Dr,Thembekwayo,Sophie Suzan
133,"Lotriet, Prof  A",1/Lotriet.jpg,2,700,female,,1960-06-08,annelie-lotriet,Annelie Lotriet,"October 7, 2025, 8:19 AM","July 31, 2013, 11:40 PM",Dr,Lotriet,Annelie
804,"Paulsen, Mr N M",Paulsen.jpg,11,7006,male,,1967-01-02,mogamad-nazier-paulsen,Mogamad Nazier Paulsen,"December 6, 2024, 1:31 PM","May 3, 2014, 12:16 AM",Mr,Paulsen,Mogamad Nazier
841,"Gungubele, Mr M",gungubele.jpg,1,649,male,,1957-02-01,m-gungubele,Mondli Gungubele,"October 8, 2025, 10:06 AM","July 31, 2013, 11:33 PM",Mr,Gungubele,Mondli
2015,"Sokopo, Mr MM",Sokopo.jpg,1,26719,male,,1974-02-23,mzwanele-major-sokopo,Mzwanele Major Sokopo,"September 2, 2024, 10:22 AM","June 18, 2024, 7:58 AM",Mr,Sokopo,Mzwanele Major
1362,"De Lille, Ms P",Lille_resized.jpg,16,1014,female,,1951-01-17,patricia-de-lille,Patricia de Lille,"October 7, 2025, 1:19 PM","August 1, 2013, 12:18 AM",Ms,de Lille,Patricia
878,"Buthelezi, Mr EM",1/Buthelezi_EM.jpg,4,7457,male,,1977-02-16,elphas-mfakazeleni-buthelezi,Elphas Mfakazeleni Buthelezi,"October 7, 2025, 12:25 PM","May 3, 2014, 12:17 AM",Inkosi,Buthelezi,Elphas Mfakazeleni
903,"Mhaule, Dr R",1/Mhaule.jpg,1,4528,female,,1961-12-01,makgabo-reginah-mhaule,Makgabo Reginah Mhaule,"November 21, 2025, 2:02 PM","May 2, 2014, 4:40 PM",Dr.,Mhaule,Makgabo Reginah
906,"Botes, Mr A",21.jpg,1,4567,male,,1973-09-09,alvin-botes,Alvin Botes,"October 8, 2025, 11:16 AM","May 2, 2014, 4:40 PM",Mr,Botes,Alvin
916,"Dugmore, Mr C",dugmore...jpg,1,4593,male,,1963-09-16,cameron-muir-dugmore,Cameron Muir Dugmore,"October 10, 2024, 10:46 AM","May 2, 2014, 4:40 PM",Mr,Dugmore,Cameron Muir
2017,"Le Roux, Dr KW",Le_Roux.jpg,2,20844,male,,1974-12-01,karl-willem-du-pre-le-roux,Karl Willem Du Pré Le Roux,"August 12, 2024, 1:04 PM","June 18, 2024, 6:18 AM",Dr,Le Roux,Karl Willem Du Pré
1400,"Nontsele, Mr M",notsele.jpg,1,12700,male,,1959-06-01,mncedisi-nontsele,Mncedisi Nontsele,"August 23, 2024, 11:03 AM","May 21, 2019, 7:25 PM",Mr,Nontsele,Mncedisi
2024,"Louw, Mr T",louw.jpg,1,19958,male,,1990-08-02,sedukanelo-tshepo-david-louw,Sedukanelo Tshepo David Louw,"September 2, 2024, 10:18 AM","June 18, 2024, 6:15 AM",Mr,Louw,Sedukanelo Tshepo David
370,"Motsoaledi, Dr PA",motsoaledi.jpg,1,822,male,,1958-08-07,pakishe-aaron-motsoaledi,Pakishe Aaron Motsoaledi,"October 7, 2025, 11:20 AM","July 31, 2013, 11:54 PM",Dr,Motsoaledi,Pakishe Aaron
904,"Mkhize, Dr Z",Dr_Z_Mkhize.jpg,1,9671,male,,1956-02-02,zwelini-lawrence-mkhize,Zwelini Lawrence Mkhize,"August 22, 2024, 1:53 PM","February 27, 2018, 2:03 PM",Dr,Mkhize,Zwelini Lawrence
2018,"Kgobisa-Ngcaba, Ms K",1/Kgobisa-Ngcaba.jpg,2,26967,female,,1988-12-10,kabelo-kgobisa-ngcaba,Kabelo Kgobisa-Ngcaba,"November 3, 2025, 10:22 AM","June 18, 2024, 8:00 AM",Ms,Kgobisa-Ngcaba,Kabelo
1132,"Mathabatha, Mr CS",Mathabatha.jpg,1,1484,male,,1957-01-21,mr-mathabatha-stanley-chupu,Chupu Stanley Mathabatha,"October 8, 2025, 11:22 AM","November 13, 2013, 3:29 PM",Mr,Mathabatha,Chupu Stanley
17,"Phaahla, Dr JM",1/Phaahla.jpg,1,889,male,,1957-01-11,mathume-joseph-phaahla,Mathume Joseph Phaahla,"October 8, 2025, 11:06 AM","August 1, 2013, 12:08 AM",Dr,Phaahla,Mathume Joseph
1709,"Tau, Mr P",Tau.jpg,1,15791,male,,1970-07-06,mpho-parks-franklyn-tau,Mpho Parks Franklyn Tau,"October 7, 2025, 1:21 PM","May 24, 2019, 1:35 PM",Mr,Tau,Mpho Parks Franklyn
99,"Steenhuisen, Mr JH",1/steenhuisen.jpg,2,954,male,,1976-03-25,john-henry-steenhuisen,John Henry Steenhuisen,"October 7, 2025, 10:00 AM","August 1, 2013, 12:12 AM",Mr,Steenhuisen,John Henry
1402,"Nqola, Mr X",nqola.jpg,1,12698,male,,1986-08-12,xola-nqola,Xola Nqola,"October 18, 2024, 2:14 PM","May 21, 2019, 7:25 PM",Mr,Nqola,Xola
2019,"Cameron, Mr I",Cameron.jpg,2,26968,male,,1990-05-18,ian-cameron,Ian Cameron,"May 27, 2025, 11:54 AM","June 18, 2024, 8:00 AM",Mr,Cameron,Ian
65,"Lorimer, Mr JR",Lorimer_JR.jpg,2,699,male,,1962-02-19,james-robert-bourne-lorimer,James Robert Bourne Lorimer,"July 25, 2024, 1:58 PM","July 31, 2013, 11:39 PM",Mr,Lorimer,James Robert Bourne
108,"Swart, Mr SN",1/swart.jpg,3,964,male,,1959-02-08,steven-nicholas-swart,Steven Nicholas Swart,"November 11, 2024, 11:14 AM","August 1, 2013, 12:13 AM",Mr,Swart,Steven Nicholas
98,"Sotyu, Ms MM",sotyu.jpg,1,951,female,,1957-05-28,makhotso-magdeline-sotyu,Makhotso Magdeline Sotyu,"October 17, 2025, 8:53 AM","August 1, 2013, 12:11 AM",Ms,Sotyu,Makhotso Magdeline
83,"Singh, Mr N",n_singh.jpg,4,933,male,,1954-09-05,narend-singh,Narend Singh,"October 8, 2025, 11:01 AM","August 1, 2013, 12:10 AM",Mr,Singh,Narend
25,"Pule, Ms DD",1/pule.jpg,1,896,female,,1960-07-19,dina-deliwe-pule,Dina Deliwe Pule,"August 23, 2024, 7:22 AM","August 1, 2013, 12:09 AM",Ms,Pule,Dina Deliwe
